account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,charge_per_min,high_service_user,day_night_ratio,Actual_Churn,Churn_Probability,Predicted_Churn,Net_Impact_KES
134,415,0,0,0,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,10.0,9,2.7,2,0.16997149960584562,0,0.6913756236635781,0,0.46153846153846156,0,0
135,415,1,0,0,186.0,107,31.62,66.0,94,5.61,213.1,105,9.59,12.9,4,3.48,1,0.16999086070641364,0,0.872788700671015,0,1.0,1,-100
163,408,0,1,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0.16998315195118618,0,0.904783486465329,0,0.17578125,0,0
131,415,0,0,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,0.17000742390497403,0,1.3355197925406148,0,0.46153846153846156,0,0
15,510,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,0.1700021214907008,0,0.43708077030076353,0,1.0,1,-100
119,408,0,0,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,0.1699806260834098,0,1.508640582534229,1,0.46153846153846156,0,-400
100,510,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,0.16999110659382544,0,0.5232364869357091,0,0.46153846153846156,0,0
141,415,0,1,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,0.1699751026175897,0,0.6772708627683333,0,0.17578125,0,0
72,510,0,0,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,0.16996616514289828,0,0.773773048855217,0,0.46153846153846156,0,0
151,415,0,0,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,0.16996047430830039,0,0.6103382783224681,0,0.46153846153846156,0,0
173,510,0,1,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,0.17000129082225376,0,0.8512508699315043,0,0.17578125,0,0
125,408,0,0,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1,0.16998822554620382,0,1.2112408219322803,0,0.46153846153846156,0,0
88,408,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0.16998058863648288,0,0.9007135768630973,0,0.17578125,0,0
155,408,0,1,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,0.16997600939206778,0,2.220836639836753,0,0.17578125,0,0
165,408,0,0,0,156.0,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,0.16998910326261138,0,0.8868171223921324,0,0.46153846153846156,0,0
160,415,0,0,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,0.16998691289806603,0,0.905579210745797,0,0.46153846153846156,0,0
65,510,0,0,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,0.1700015352336114,0,1.0946165480925438,0,0.46153846153846156,0,0
129,415,0,0,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,0.16998917266416153,0,0.8463155625033691,0,0.46153846153846156,0,0
57,510,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0.16996303741650998,0,0.60826002919017,0,0.46153846153846156,0,0
150,415,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,0.16997291559915087,1,0.8478679163304574,1,0.46153846153846156,0,-400
157,510,0,0,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,0.17000702285127764,0,0.9438580388557443,0,0.46153846153846156,0,0
116,408,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0.16999550446342562,0,0.8079497690830783,0,0.17578125,0,0
148,415,0,1,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,0.16999558943985887,0,0.7269479180981173,0,0.17578125,0,0
75,510,0,1,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,0.17002808271636455,0,0.6043927781492722,0,0.17578125,0,0
104,415,0,0,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,0.16996528835028318,0,0.972115327689302,0,0.46153846153846156,0,0
